TYLER OBRIEN SHULTZ
Iteration,Time,Sensor,Type,Value
156,126,44,BSA,24
156,126,48,BIOTIN,81
156,126,55,BIOTIN,93
156,126,56,BIOTIN,95
156,126,63,BIOTIN,107
156,126,69,THC,78
157,126,0,BSA,0
157,126,1,BSA,0
157,126,6,BSA,3
157,126,7,BSA,3
157,126,8,BSA,4
157,126,9,BSA,5
157,126,14,BSA,7
157,126,15,BSA,8
157,126,24,THC,27
157,126,25,THC,28
157,126,30,THC,34
157,126,31,THC,35
157,126,32,THC,36
157,126,33,THC,37
157,126,38,THC,43
157,127,39,THC,44
157,127,44,BSA,25
157,127,48,BIOTIN,82
157,127,55,BIOTIN,94
157,127,56,BIOTIN,95
157,127,63,BIOTIN,107
157,127,69,THC,78
158,127,0,BSA,0
158,127,1,BSA,0
158,127,6,BSA,3
158,127,7,BSA,3
158,127,8,BSA,4
158,127,9,BSA,5
158,127,14,BSA,7
158,127,15,BSA,8
158,127,24,THC,27
158,127,25,THC,28
158,127,30,THC,34
158,127,31,THC,35
158,127,32,THC,36
158,127,33,THC,37
158,127,38,THC,43
158,127,39,THC,44
158,127,44,BSA,25
158,127,48,BIOTIN,82
158,127,55,BIOTIN,94
158,127,56,BIOTIN,95
158,127,63,BIOTIN,107
158,128,69,THC,79
159,128,0,BSA,0
159,128,1,BSA,0
159,128,6,BSA,3
159,128,7,BSA,4
159,128,8,BSA,4
159,128,9,BSA,5
159,128,14,BSA,8
159,128,15,BSA,8
159,128,24,THC,27
159,128,25,THC,28
159,128,30,THC,34
159,128,31,THC,35
159,128,32,THC,36
159,128,33,THC,37
159,128,38,THC,43
159,128,39,THC,44
159,128,44,BSA,25
159,128,48,BIOTIN,82
159,128,55,BIOTIN,94
159,128,56,BIOTIN,96
159,128,63,BIOTIN,108
159,128,69,THC,79
160,128,0,BSA,0
160,128,1,BSA,0
160,128,6,BSA,3
160,129,7,BSA,4
160,129,8,BSA,4
160,129,9,BSA,5
160,129,14,BSA,8
160,129,15,BSA,8
160,129,24,THC,27
160,129,25,THC,28
160,129,30,THC,34
160,129,31,THC,35
160,129,32,THC,36
160,129,33,THC,38
160,129,38,THC,43
160,129,39,THC,44
160,129,44,BSA,25
160,129,48,BIOTIN,83
160,129,55,BIOTIN,95
160,129,56,BIOTIN,96
160,129,63,BIOTIN,108
160,129,69,THC,79
161,129,0,BSA,0
161,129,1,BSA,0
161,129,6,BSA,3
161,129,7,BSA,4
161,129,8,BSA,4
161,129,9,BSA,5
161,129,14,BSA,8
161,129,15,BSA,8
161,130,24,THC,27
161,130,25,THC,28
161,130,30,THC,34
161,130,31,THC,35
161,130,32,THC,37
161,130,33,THC,38
161,130,38,THC,44
161,130,39,THC,45
161,130,44,BSA,25
161,130,48,BIOTIN,83
161,130,55,BIOTIN,95
161,130,56,BIOTIN,97
161,130,63,BIOTIN,109
161,130,69,THC,79
162,130,0,BSA,0
162,130,1,BSA,0
162,130,6,BSA,3
162,130,7,BSA,4
162,130,8,BSA,4
162,130,9,BSA,5
162,130,14,BSA,8
162,130,15,BSA,8
162,130,24,THC,27
162,130,25,THC,28
162,130,30,THC,34
162,130,31,THC,35
162,130,32,THC,37
162,130,33,THC,38
162,131,38,THC,44
162,131,39,THC,45
162,131,44,BSA,25
162,131,48,BIOTIN,83
162,131,55,BIOTIN,96
162,131,56,BIOTIN,97
162,131,63,BIOTIN,110
162,131,69,THC,80
163,131,0,BSA,0
163,131,1,BSA,0
163,131,6,BSA,3
163,131,7,BSA,4
163,131,8,BSA,4
163,131,9,BSA,5
163,131,14,BSA,8
163,131,15,BSA,8
163,131,24,THC,27
163,131,25,THC,29
163,131,30,THC,34
163,131,31,THC,36
163,131,32,THC,37
163,131,33,THC,38
163,131,38,THC,44
163,131,39,THC,45
163,131,44,BSA,25
163,131,48,BIOTIN,83
163,131,55,BIOTIN,96
163,131,56,BIOTIN,97
163,132,63,BIOTIN,110
163,132,69,THC,80
164,132,0,BSA,0
164,132,1,BSA,0
164,132,6,BSA,3
164,132,7,BSA,4
164,132,8,BSA,4
164,132,9,BSA,5
164,132,14,BSA,8
164,132,15,BSA,8
164,132,24,THC,28
164,132,25,THC,29
164,132,30,THC,35
164,132,31,THC,36
164,132,32,THC,37
164,132,33,THC,38
164,132,38,THC,44
164,132,39,THC,45
164,132,44,BSA,25
164,132,48,BIOTIN,84
164,132,55,BIOTIN,96
164,132,56,BIOTIN,98
164,132,63,BIOTIN,110
164,132,69,THC,80
165,132,0,BSA,0
165,132,1,BSA,0
165,132,6,BSA,3
165,132,7,BSA,4
165,133,8,BSA,4
165,133,9,BSA,5
165,133,14,BSA,8
165,133,15,BSA,8
165,133,24,THC,28
165,133,25,THC,29
165,133,30,THC,35
165,133,31,THC,36
165,133,32,THC,37
165,133,33,THC,38
165,133,38,THC,44
165,133,39,THC,45
165,133,44,BSA,25
165,133,48,BIOTIN,84
165,133,55,BIOTIN,96
165,133,56,BIOTIN,98
165,133,63,BIOTIN,111
165,133,69,THC,81
166,133,0,BSA,0
166,133,1,BSA,0
166,133,6,BSA,3
166,133,7,BSA,4
166,133,8,BSA,4
166,133,9,BSA,5
166,133,14,BSA,8
166,133,15,BSA,8
166,133,24,THC,28
166,134,25,THC,29
166,134,30,THC,35
166,134,31,THC,36
166,134,32,THC,37
166,134,33,THC,38
166,134,38,THC,44
166,134,39,THC,46
166,134,44,BSA,25
166,134,48,BIOTIN,85
166,134,55,BIOTIN,97
166,134,56,BIOTIN,99
166,134,63,BIOTIN,111
166,134,69,THC,81
167,134,0,BSA,0
167,134,1,BSA,0
167,134,6,BSA,3
167,134,7,BSA,4
167,134,8,BSA,4
167,134,9,BSA,5
167,134,14,BSA,8
167,134,15,BSA,8
167,134,24,THC,28
167,134,25,THC,29
167,134,30,THC,35
167,134,31,THC,36
167,134,32,THC,37
167,134,33,THC,38
167,134,38,THC,44
167,134,39,THC,46
167,135,44,BSA,26
167,135,48,BIOTIN,85
167,135,55,BIOTIN,97
167,135,56,BIOTIN,99
167,135,63,BIOTIN,112
167,135,69,THC,81
168,135,0,BSA,0
168,135,1,BSA,0
168,135,6,BSA,3
168,135,7,BSA,4
168,135,8,BSA,4
168,135,9,BSA,5
168,135,14,BSA,8
168,135,15,BSA,8
168,135,24,THC,28
168,135,25,THC,29
168,135,30,THC,35
168,135,31,THC,36
168,135,32,THC,37
168,135,33,THC,39
168,135,38,THC,45
168,135,39,THC,46
168,135,44,BSA,26
168,135,48,BIOTIN,85
168,135,55,BIOTIN,97
168,135,56,BIOTIN,99
168,135,63,BIOTIN,112
168,136,69,THC,82
169,136,0,BSA,0
169,136,1,BSA,0
169,136,6,BSA,3
169,136,7,BSA,4
169,136,8,BSA,4
169,136,9,BSA,5
169,136,14,BSA,8
169,136,15,BSA,8
169,136,24,THC,28
169,136,25,THC,29
169,136,30,THC,35
169,136,31,THC,36
169,136,32,THC,38
169,136,33,THC,39
169,136,38,THC,45
169,136,39,THC,46
169,136,44,BSA,26
169,136,48,BIOTIN,85
169,136,55,BIOTIN,98
169,136,56,BIOTIN,100
169,136,63,BIOTIN,112
169,136,69,THC,82
170,136,0,BSA,0
170,136,1,BSA,0
170,136,6,BSA,3
170,136,7,BSA,4
170,136,8,BSA,4
170,137,9,BSA,5
170,137,14,BSA,8
170,137,15,BSA,8
170,137,24,THC,28
170,137,25,THC,29
170,137,30,THC,35
170,137,31,THC,37
170,137,32,THC,38
170,137,33,THC,39
170,137,38,THC,45
170,137,39,THC,46
170,137,44,BSA,26
170,137,48,BIOTIN,86
170,137,55,BIOTIN,98
170,137,56,BIOTIN,100
170,137,63,BIOTIN,113
170,137,69,THC,82
171,137,0,BSA,0
171,137,1,BSA,0
171,137,6,BSA,3
171,137,7,BSA,4
171,137,8,BSA,4
171,137,9,BSA,5
171,137,14,BSA,8
171,137,15,BSA,8
171,137,24,THC,28
171,137,25,THC,29
171,138,30,THC,36
171,138,31,THC,37
171,138,32,THC,38
171,138,33,THC,39
171,138,38,THC,45
171,138,39,THC,46
171,138,44,BSA,26
171,138,48,BIOTIN,86
171,138,55,BIOTIN,99
171,138,56,BIOTIN,101
171,138,63,BIOTIN,113
171,138,69,THC,82
172,138,0,BSA,0
172,138,1,BSA,0
172,138,6,BSA,3
172,138,7,BSA,4
172,138,8,BSA,4
172,138,9,BSA,5
172,138,14,BSA,8
172,138,15,BSA,9
172,138,24,THC,28
172,138,25,THC,30
172,138,30,THC,36
172,138,31,THC,37
172,138,32,THC,38
172,138,33,THC,39
172,138,38,THC,45
172,138,39,THC,46
172,139,44,BSA,26
172,139,48,BIOTIN,86
172,139,55,BIOTIN,99
172,139,56,BIOTIN,101
172,139,63,BIOTIN,114
172,139,69,THC,83
173,139,0,BSA,0
173,139,1,BSA,0
173,139,6,BSA,3
173,139,7,BSA,4
173,139,8,BSA,4
173,139,9,BSA,5
173,139,14,BSA,8
173,139,15,BSA,9
173,139,24,THC,28
173,139,25,THC,30
173,139,30,THC,36
173,139,31,THC,37
173,139,32,THC,38
173,139,33,THC,39
173,139,38,THC,45
173,139,39,THC,47
173,139,44,BSA,26
173,139,48,BIOTIN,86
173,139,55,BIOTIN,99
173,139,56,BIOTIN,101
173,139,63,BIOTIN,114
173,139,69,THC,83
174,140,0,BSA,0
174,140,1,BSA,0
174,140,6,BSA,3
174,140,7,BSA,4
174,140,8,BSA,4
174,140,9,BSA,5
174,140,14,BSA,8
174,140,15,BSA,9
174,140,24,THC,29
174,140,25,THC,30
174,140,30,THC,36
174,140,31,THC,37
174,140,32,THC,38
174,140,33,THC,40
174,140,38,THC,46
174,140,39,THC,47
174,140,44,BSA,26
174,140,48,BIOTIN,87
174,140,55,BIOTIN,100
174,140,56,BIOTIN,101
174,140,63,BIOTIN,114
174,140,69,THC,83
175,140,0,BSA,0
175,140,1,BSA,0
175,140,6,BSA,3
175,140,7,BSA,4
175,140,8,BSA,4
175,141,9,BSA,5
175,141,14,BSA,8
175,141,15,BSA,9
175,141,24,THC,29
175,141,25,THC,30
175,141,30,THC,36
175,141,31,THC,37
175,141,32,THC,38
175,141,33,THC,40
175,141,38,THC,46
175,141,39,THC,47
175,141,44,BSA,26
175,141,48,BIOTIN,87
175,141,55,BIOTIN,100
175,141,56,BIOTIN,102
175,141,63,BIOTIN,115
175,141,69,THC,84
176,141,0,BSA,0
176,141,1,BSA,0
176,141,6,BSA,3
176,141,7,BSA,4
176,141,8,BSA,4
176,141,9,BSA,5
176,141,14,BSA,8
176,141,15,BSA,9
176,141,24,THC,29
176,141,25,THC,30
176,141,30,THC,36
176,142,31,THC,37
176,142,32,THC,39
176,142,33,THC,40
176,142,38,THC,46
176,142,39,THC,47
176,142,44,BSA,26
176,142,48,BIOTIN,88
176,142,55,BIOTIN,100
176,142,56,BIOTIN,102
176,142,63,BIOTIN,115
176,142,69,THC,84
177,142,0,BSA,0
177,142,1,BSA,0
177,142,6,BSA,3
177,142,7,BSA,4
177,142,8,BSA,4
177,142,9,BSA,5
177,142,14,BSA,8
177,142,15,BSA,9
177,142,24,THC,29
177,142,25,THC,30
177,142,30,THC,36
177,142,31,THC,37
177,142,32,THC,39
177,142,33,THC,40
177,142,38,THC,46
177,143,39,THC,47
177,143,44,BSA,27
177,143,48,BIOTIN,88
177,143,55,BIOTIN,101
177,143,56,BIOTIN,103
177,143,63,BIOTIN,116
177,143,69,THC,84
178,143,0,BSA,0
178,143,1,BSA,0
178,143,6,BSA,3
178,143,7,BSA,4
178,143,8,BSA,4
178,143,9,BSA,5
178,143,14,BSA,8
178,143,15,BSA,9
178,143,24,THC,29
178,143,25,THC,30
178,143,30,THC,36
178,143,31,THC,38
178,143,32,THC,39
178,143,33,THC,40
178,143,38,THC,46
178,143,39,THC,47
178,143,44,BSA,27
178,143,48,BIOTIN,88
178,143,55,BIOTIN,101
178,143,56,BIOTIN,103
178,143,63,BIOTIN,116
178,144,69,THC,85
179,144,0,BSA,0
179,144,1,BSA,0
179,144,6,BSA,3
179,144,7,BSA,4
179,144,8,BSA,4
179,144,9,BSA,5
179,144,14,BSA,8
179,144,15,BSA,9
179,144,24,THC,29
179,144,25,THC,30
179,144,30,THC,37
179,144,31,THC,38
179,144,32,THC,39
179,144,33,THC,40
179,144,38,THC,46
179,144,39,THC,48
179,144,44,BSA,27
179,144,48,BIOTIN,88
179,144,55,BIOTIN,101
179,144,56,BIOTIN,103
179,144,63,BIOTIN,116
179,144,69,THC,85
180,144,0,BSA,0
180,144,1,BSA,0
180,144,6,BSA,3
180,144,7,BSA,4
180,145,8,BSA,4
180,145,9,BSA,5
180,145,14,BSA,8
180,145,15,BSA,9
180,145,24,THC,29
180,145,25,THC,30
180,145,30,THC,37
180,145,31,THC,38
180,145,32,THC,39
180,145,33,THC,40
180,145,38,THC,47
180,145,39,THC,48
180,145,44,BSA,27
180,145,48,BIOTIN,89
180,145,55,BIOTIN,102
180,145,56,BIOTIN,104
180,145,63,BIOTIN,117
180,145,69,THC,85
181,145,0,BSA,0
181,145,1,BSA,0
181,145,6,BSA,3
181,145,7,BSA,4
181,145,8,BSA,4
181,145,9,BSA,5
181,145,14,BSA,8
181,145,15,BSA,9
181,145,24,THC,29
181,145,25,THC,30
181,146,30,THC,37
181,146,31,THC,38
181,146,32,THC,39
181,146,33,THC,41
181,146,38,THC,47
181,146,39,THC,48
181,146,44,BSA,27
181,146,48,BIOTIN,89
181,146,55,BIOTIN,102
181,146,56,BIOTIN,104
181,146,63,BIOTIN,117
181,146,69,THC,85
182,146,0,BSA,0
182,146,1,BSA,0
182,146,6,BSA,3
182,146,7,BSA,4
182,146,8,BSA,4
182,146,9,BSA,5
182,146,14,BSA,8
182,146,15,BSA,9
182,146,24,THC,29
182,146,25,THC,31
182,146,30,THC,37
182,146,31,THC,38
182,146,32,THC,39
182,146,33,THC,41
182,146,38,THC,47
182,146,39,THC,48
182,147,44,BSA,27
182,147,48,BIOTIN,89
182,147,55,BIOTIN,103
182,147,56,BIOTIN,104
182,147,63,BIOTIN,118
182,147,69,THC,86
183,147,0,BSA,0
183,147,1,BSA,0
183,147,6,BSA,3
183,147,7,BSA,4
183,147,8,BSA,4
183,147,9,BSA,5
183,147,14,BSA,8
183,147,15,BSA,9
183,147,24,THC,29
183,147,25,THC,31
183,147,30,THC,37
183,147,31,THC,38
183,147,32,THC,39
183,147,33,THC,41
183,147,38,THC,47
183,147,39,THC,48
183,147,44,BSA,27
183,147,48,BIOTIN,89
183,147,55,BIOTIN,103
183,147,56,BIOTIN,104
183,147,63,BIOTIN,118
183,148,69,THC,86
184,148,0,BSA,0
184,148,1,BSA,0
184,148,6,BSA,3
184,148,7,BSA,4
184,148,8,BSA,5
184,148,9,BSA,5
184,148,14,BSA,8
184,148,15,BSA,9
184,148,24,THC,30
184,148,25,THC,31
184,148,30,THC,37
184,148,31,THC,38
184,148,32,THC,40
184,148,33,THC,41
184,148,38,THC,47
184,148,39,THC,48
184,148,44,BSA,27
184,148,48,BIOTIN,90
184,148,55,BIOTIN,103
184,148,56,BIOTIN,105
184,148,63,BIOTIN,118
184,148,69,THC,86
185,148,0,BSA,0
185,148,1,BSA,0
185,148,6,BSA,3
185,148,7,BSA,4
185,148,8,BSA,5
185,149,9,BSA,5
185,149,14,BSA,8
185,149,15,BSA,9
185,149,24,THC,30
185,149,25,THC,31
185,149,30,THC,37
185,149,31,THC,39
185,149,32,THC,40
185,149,33,THC,41
185,149,38,THC,47
185,149,39,THC,49
185,149,44,BSA,27
185,149,48,BIOTIN,90
185,149,55,BIOTIN,103
185,149,56,BIOTIN,105
185,149,63,BIOTIN,118
185,149,69,THC,86
186,149,0,BSA,0
186,149,1,BSA,0
186,149,6,BSA,3
186,149,7,BSA,4
186,149,8,BSA,5
186,149,9,BSA,5
186,149,14,BSA,8
186,149,15,BSA,9
186,149,24,THC,30
186,149,25,THC,31
186,150,30,THC,37
186,150,31,THC,39
186,150,32,THC,40
186,150,33,THC,41
186,150,38,THC,48
186,150,39,THC,49
186,150,44,BSA,27
186,150,48,BIOTIN,90
186,150,55,BIOTIN,104
186,150,56,BIOTIN,106
186,150,63,BIOTIN,119
186,150,69,THC,87
187,150,0,BSA,0
187,150,1,BSA,0
187,150,6,BSA,3
187,150,7,BSA,4
187,150,8,BSA,5
187,150,9,BSA,5
187,150,14,BSA,8
187,150,15,BSA,9
187,150,24,THC,30
187,150,25,THC,31
187,150,30,THC,37
187,150,31,THC,39
187,150,32,THC,40
187,150,33,THC,41
187,150,38,THC,48
187,150,39,THC,49
187,150,44,BSA,27
187,151,48,BIOTIN,91
187,151,55,BIOTIN,104
187,151,56,BIOTIN,106
187,151,63,BIOTIN,119
187,151,69,THC,87
188,151,0,BSA,0
188,151,1,BSA,0
188,151,6,BSA,3
188,151,7,BSA,4
188,151,8,BSA,5
188,151,9,BSA,5
188,151,14,BSA,8
188,151,15,BSA,9
188,151,24,THC,30
188,151,25,THC,31
188,151,30,THC,38
188,151,31,THC,39
188,151,32,THC,40
188,151,33,THC,41
188,151,38,THC,48
188,151,39,THC,49
188,151,44,BSA,27
188,151,48,BIOTIN,91
188,151,55,BIOTIN,104
188,151,56,BIOTIN,106
188,151,63,BIOTIN,119
188,151,69,THC,87
189,152,0,BSA,0
189,152,1,BSA,0
189,152,6,BSA,3
189,152,7,BSA,4
189,152,8,BSA,5
189,152,9,BSA,5
189,152,14,BSA,8
189,152,15,BSA,9
189,152,24,THC,30
189,152,25,THC,31
189,152,30,THC,38
189,152,31,THC,39
189,152,32,THC,40
189,152,33,THC,42
189,152,38,THC,48
189,152,39,THC,49
189,152,44,BSA,28
189,152,48,BIOTIN,91
189,152,55,BIOTIN,105
189,152,56,BIOTIN,106
189,152,63,BIOTIN,120
189,152,69,THC,87
190,152,0,BSA,0
190,152,1,BSA,0
190,152,6,BSA,3
190,152,7,BSA,4
190,152,8,BSA,5
190,152,9,BSA,5
190,153,14,BSA,8
190,153,15,BSA,9
190,153,24,THC,30
190,153,25,THC,31
190,153,30,THC,38
190,153,31,THC,39
190,153,32,THC,40
190,153,33,THC,42
190,153,38,THC,48
190,153,39,THC,49
190,153,44,BSA,28
190,153,48,BIOTIN,92
190,153,55,BIOTIN,105
190,153,56,BIOTIN,107
190,153,63,BIOTIN,120
190,153,69,THC,88
191,153,0,BSA,0
191,153,1,BSA,0
191,153,6,BSA,3
191,153,7,BSA,4
191,153,8,BSA,5
191,153,9,BSA,5
191,153,14,BSA,8
191,153,15,BSA,9
191,153,24,THC,30
191,153,25,THC,31
191,153,30,THC,38
191,153,31,THC,39
191,154,32,THC,41
191,154,33,THC,42
191,154,38,THC,48
191,154,39,THC,50
191,154,44,BSA,28
191,154,48,BIOTIN,92
191,154,55,BIOTIN,105
191,154,56,BIOTIN,107
191,154,63,BIOTIN,121
191,154,69,THC,88
192,154,0,BSA,0
192,154,1,BSA,0
192,154,6,BSA,3
192,154,7,BSA,4
192,154,8,BSA,5
192,154,9,BSA,5
192,154,14,BSA,8
192,154,15,BSA,9
192,154,24,THC,30
192,154,25,THC,32
192,154,30,THC,38
192,154,31,THC,39
192,154,32,THC,41
192,154,33,THC,42
192,154,38,THC,48
192,154,39,THC,50
192,154,44,BSA,28
192,154,48,BIOTIN,92
192,155,55,BIOTIN,106
192,155,56,BIOTIN,108
192,155,63,BIOTIN,121
192,155,69,THC,88
193,155,0,BSA,0
193,155,1,BSA,0
193,155,6,BSA,3
193,155,7,BSA,4
193,155,8,BSA,5
193,155,9,BSA,5
193,155,14,BSA,9
193,155,15,BSA,9
193,155,24,THC,30
193,155,25,THC,32
193,155,30,THC,38
193,155,31,THC,39
193,155,32,THC,41
193,155,33,THC,42
193,155,38,THC,48
193,155,39,THC,50
193,155,44,BSA,28
193,155,48,BIOTIN,92
193,155,55,BIOTIN,106
193,155,56,BIOTIN,108
193,155,63,BIOTIN,121
193,155,69,THC,88
194,156,0,BSA,0
194,156,1,BSA,0
194,156,6,BSA,3
194,156,7,BSA,4
194,156,8,BSA,5
194,156,9,BSA,5
194,156,14,BSA,9
194,156,15,BSA,9
194,156,24,THC,31
194,156,25,THC,32
194,156,30,THC,38
194,156,31,THC,40
194,156,32,THC,41
194,156,33,THC,42
194,156,38,THC,49
194,156,39,THC,50
194,156,44,BSA,28
194,156,48,BIOTIN,93
194,156,55,BIOTIN,106
194,156,56,BIOTIN,108
194,156,63,BIOTIN,122
194,156,69,THC,89
195,156,0,BSA,0
195,156,1,BSA,0
195,156,6,BSA,3
195,156,7,BSA,4
195,156,8,BSA,5
195,157,9,BSA,5
195,157,14,BSA,9
195,157,15,BSA,9
195,157,24,THC,31
195,157,25,THC,32
195,157,30,THC,38
195,157,31,THC,40
195,157,32,THC,41
195,157,33,THC,42
195,157,38,THC,49
195,157,39,THC,50
195,157,44,BSA,28
195,157,48,BIOTIN,93
195,157,55,BIOTIN,107
195,157,56,BIOTIN,108
195,157,63,BIOTIN,122
195,157,69,THC,89
196,157,0,BSA,0
196,157,1,BSA,0
196,157,6,BSA,3
196,157,7,BSA,4
196,157,8,BSA,5
196,157,9,BSA,5
196,157,14,BSA,9
196,157,15,BSA,9
196,157,24,THC,31
196,157,25,THC,32
196,157,30,THC,38
196,158,31,THC,40
196,158,32,THC,41
196,158,33,THC,42
196,158,38,THC,49
196,158,39,THC,50
196,158,44,BSA,28
196,158,48,BIOTIN,93
196,158,55,BIOTIN,107
196,158,56,BIOTIN,109
196,158,63,BIOTIN,123
196,158,69,THC,89
197,158,0,BSA,0
197,158,1,BSA,0
197,158,6,BSA,3
197,158,7,BSA,4
197,158,8,BSA,5
197,158,9,BSA,5
197,158,14,BSA,9
197,158,15,BSA,9
197,158,24,THC,31
197,158,25,THC,32
197,158,30,THC,39
197,158,31,THC,40
197,158,32,THC,41
197,158,33,THC,42
197,158,38,THC,49
197,158,39,THC,50
197,159,44,BSA,28
197,159,48,BIOTIN,94
197,159,55,BIOTIN,107
197,159,56,BIOTIN,109
197,159,63,BIOTIN,123
197,159,69,THC,90
198,159,0,BSA,0
198,159,1,BSA,0
198,159,6,BSA,3
198,159,7,BSA,4
198,159,8,BSA,5
198,159,9,BSA,5
198,159,14,BSA,9
198,159,15,BSA,9
198,159,24,THC,31
198,159,25,THC,32
198,159,30,THC,39
198,159,31,THC,40
198,159,32,THC,41
198,159,33,THC,43
198,159,38,THC,49
198,159,39,THC,50
198,159,44,BSA,28
198,159,48,BIOTIN,94
198,159,55,BIOTIN,107
198,159,56,BIOTIN,109
198,159,63,BIOTIN,123
198,159,69,THC,90
199,159,0,BSA,0
199,160,1,BSA,0
199,160,6,BSA,3
199,160,7,BSA,4
199,160,8,BSA,5
199,160,9,BSA,5
199,160,14,BSA,9
199,160,15,BSA,9
199,160,24,THC,31
199,160,25,THC,32
199,160,30,THC,39
199,160,31,THC,40
199,160,32,THC,41
199,160,33,THC,43
199,160,38,THC,49
199,160,39,THC,51
199,160,44,BSA,28
199,160,48,BIOTIN,94
199,160,55,BIOTIN,108
199,160,56,BIOTIN,110
199,160,63,BIOTIN,123
199,160,69,THC,90
200,160,0,BSA,0
200,160,1,BSA,0
200,160,6,BSA,3
200,160,7,BSA,4
200,160,8,BSA,5
200,160,9,BSA,5
200,160,14,BSA,9
200,161,15,BSA,9
200,161,24,THC,31
200,161,25,THC,32
200,161,30,THC,39
200,161,31,THC,40
200,161,32,THC,42
200,161,33,THC,43
200,161,38,THC,50
200,161,39,THC,51
200,161,44,BSA,28
200,161,48,BIOTIN,94
200,161,55,BIOTIN,108
200,161,56,BIOTIN,110
200,161,63,BIOTIN,124
200,161,69,THC,90
201,161,0,BSA,0
201,161,1,BSA,0
201,161,6,BSA,3
201,161,7,BSA,4
201,161,8,BSA,5
201,161,9,BSA,5
201,161,14,BSA,9
201,161,15,BSA,9
201,161,24,THC,31
201,161,25,THC,32
201,161,30,THC,39
201,161,31,THC,40
201,162,32,THC,42
201,162,33,THC,43
201,162,38,THC,50
201,162,39,THC,51
201,162,44,BSA,29
201,162,48,BIOTIN,95
201,162,55,BIOTIN,108
201,162,56,BIOTIN,110
201,162,63,BIOTIN,124
201,162,69,THC,91
202,162,0,BSA,0
202,162,1,BSA,0
202,162,6,BSA,3
202,162,7,BSA,4
202,162,8,BSA,5
202,162,9,BSA,5
202,162,14,BSA,9
202,162,15,BSA,9
202,162,24,THC,31
202,162,25,THC,33
202,162,30,THC,39
202,162,31,THC,40
202,162,32,THC,42
202,162,33,THC,43
202,162,38,THC,50
202,162,39,THC,51
202,162,44,BSA,29
202,162,48,BIOTIN,95
202,163,55,BIOTIN,109
202,163,56,BIOTIN,111
202,163,63,BIOTIN,125
202,163,69,THC,91
203,163,0,BSA,0
203,163,1,BSA,0
203,163,6,BSA,3
203,163,7,BSA,4
203,163,8,BSA,5
203,163,9,BSA,5
203,163,14,BSA,9
203,163,15,BSA,9
203,163,24,THC,31
203,163,25,THC,33
203,163,30,THC,39
203,163,31,THC,41
203,163,32,THC,42
203,163,33,THC,43
203,163,38,THC,50
203,163,39,THC,51
203,163,44,BSA,29
203,163,48,BIOTIN,95
203,163,55,BIOTIN,109
203,163,56,BIOTIN,111
203,163,63,BIOTIN,125
203,163,69,THC,91
204,163,0,BSA,0
204,163,1,BSA,0
204,164,6,BSA,3
204,164,7,BSA,4
204,164,8,BSA,5
204,164,9,BSA,5
204,164,14,BSA,9
204,164,15,BSA,9
204,164,24,THC,31
204,164,25,THC,33
204,164,30,THC,39
204,164,31,THC,41
204,164,32,THC,42
204,164,33,THC,43
204,164,38,THC,50
204,164,39,THC,51
204,164,44,BSA,29
204,164,48,BIOTIN,95
204,164,55,BIOTIN,109
204,164,56,BIOTIN,111
204,164,63,BIOTIN,125
204,164,69,THC,91
205,164,0,BSA,0
205,164,1,BSA,0
205,164,6,BSA,3
205,164,7,BSA,4
205,164,8,BSA,5
205,164,9,BSA,5
205,164,14,BSA,9
205,164,15,BSA,9
205,165,24,THC,32
205,165,25,THC,33
205,165,30,THC,40
205,165,31,THC,41
205,165,32,THC,42
205,165,33,THC,44
205,165,38,THC,50
205,165,39,THC,52
205,165,44,BSA,29
205,165,48,BIOTIN,96
205,165,55,BIOTIN,110
205,165,56,BIOTIN,112
205,165,63,BIOTIN,126
205,165,69,THC,92
206,165,0,BSA,0
206,165,1,BSA,0
206,165,6,BSA,4
206,165,7,BSA,4
206,165,8,BSA,5
206,165,9,BSA,6
206,165,14,BSA,9
206,165,15,BSA,10
206,165,24,THC,32
206,165,25,THC,33
206,165,30,THC,40
206,165,31,THC,41
206,165,32,THC,42
206,166,33,THC,44
206,166,38,THC,50
206,166,39,THC,52
206,166,44,BSA,29
206,166,48,BIOTIN,96
206,166,55,BIOTIN,110
206,166,56,BIOTIN,112
206,166,63,BIOTIN,126
206,166,69,THC,92
207,166,0,BSA,0
207,166,1,BSA,0
207,166,6,BSA,4
207,166,7,BSA,4
207,166,8,BSA,5
207,166,9,BSA,6
207,166,14,BSA,9
207,166,15,BSA,10
207,166,24,THC,32
207,166,25,THC,33
207,166,30,THC,40
207,166,31,THC,41
207,166,32,THC,42
207,166,33,THC,44
207,166,38,THC,50
207,166,39,THC,52
207,166,44,BSA,29
207,166,48,BIOTIN,96
207,166,55,BIOTIN,110
207,167,56,BIOTIN,112
207,167,63,BIOTIN,126
207,167,69,THC,92
208,167,0,BSA,0
208,167,1,BSA,0
208,167,6,BSA,4
208,167,7,BSA,4
208,167,8,BSA,5
208,167,9,BSA,6
208,167,14,BSA,9
208,167,15,BSA,10
208,167,24,THC,32
208,167,25,THC,33
208,167,30,THC,40
208,167,31,THC,41
208,167,32,THC,42
208,167,33,THC,44
208,167,38,THC,51
208,167,39,THC,52
208,167,44,BSA,29
208,167,48,BIOTIN,96
208,167,55,BIOTIN,110
208,167,56,BIOTIN,112
208,167,63,BIOTIN,126
